[2025-12-06 14:46:44,259] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:03:45,615] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:03:45,615] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:03:45,615] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:03:45,617] [INFO] [__main__] 训练GAN...
[2025-12-06 23:03:47,289] [INFO] [__main__] GAN训练完成
[2025-12-06 23:03:47,289] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:03:47,305] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:03:47,305] [WARNING] [__main__] 获取环境状态失败: 'HPCSimulator' object has no attribute 'export_state'
[2025-12-06 23:03:47,305] [INFO] [__main__] 使用模拟环境状态
[2025-12-06 23:04:03,531] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:04:03,531] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:04:03,532] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:04:03,536] [INFO] [__main__] Episode 1/10
[2025-12-06 23:04:03,536] [ERROR] [__main__] 强化学习训练失败: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 335, in main
    if episode == 0 and initial_state:
ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
[2025-12-06 23:04:03,537] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:06:48,249] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:06:48,250] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:06:48,250] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:06:48,250] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:06:48,333] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:07:44,561] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:07:44,563] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:07:44,563] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:07:44,563] [INFO] [__main__] 训练GAN...
[2025-12-06 23:07:46,256] [INFO] [__main__] GAN训练完成
[2025-12-06 23:07:46,256] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:07:46,273] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:07:46,273] [WARNING] [__main__] 获取环境状态失败: 'HPCSimulator' object has no attribute 'export_state'
[2025-12-06 23:07:46,273] [INFO] [__main__] 使用模拟环境状态
[2025-12-06 23:07:57,925] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:07:57,925] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:07:57,926] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:07:57,933] [INFO] [__main__] Episode 1/10
[2025-12-06 23:07:57,933] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:07:57,936] [ERROR] [__main__] 强化学习训练失败: 'HPCSimulator' object has no attribute 'step'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 369, in main
    next_state, reward, done, info = env_sim.step(action)
AttributeError: 'HPCSimulator' object has no attribute 'step'
[2025-12-06 23:07:57,937] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:12:06,646] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:12:06,647] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:12:06,647] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:12:06,647] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:12:06,732] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:12:58,307] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:12:58,309] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:12:58,309] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:12:58,309] [INFO] [__main__] 训练GAN...
[2025-12-06 23:13:00,100] [INFO] [__main__] GAN训练完成
[2025-12-06 23:13:00,100] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:13:00,120] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:13:00,121] [WARNING] [__main__] 获取环境状态失败: 'HPCSimulator' object has no attribute 'export_state'
[2025-12-06 23:13:00,121] [INFO] [__main__] 使用模拟环境状态
[2025-12-06 23:13:16,562] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:13:16,562] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:13:16,563] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:13:16,565] [INFO] [__main__] Episode 1/10
[2025-12-06 23:13:16,566] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:13:16,567] [ERROR] [__main__] 强化学习训练失败: 'HPCSimulator' object has no attribute 'step'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 383, in main
    next_state_raw, reward, done, info = env_sim.step(action)
AttributeError: 'HPCSimulator' object has no attribute 'step'
[2025-12-06 23:13:16,568] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:15:47,470] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:15:47,470] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:15:47,470] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:15:47,471] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:15:47,591] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:16:45,381] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:16:45,383] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:16:45,383] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:16:45,383] [INFO] [__main__] 训练GAN...
[2025-12-06 23:16:47,075] [INFO] [__main__] GAN训练完成
[2025-12-06 23:16:47,075] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:16:47,093] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:16:47,095] [WARNING] [__main__] 获取环境状态失败: 'HPCSimulator' object has no attribute 'export_state'
[2025-12-06 23:16:47,095] [INFO] [__main__] 使用模拟环境状态
[2025-12-06 23:16:59,059] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:16:59,059] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:16:59,060] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:16:59,064] [INFO] [__main__] Episode 1/10
[2025-12-06 23:16:59,064] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:16:59,178] [INFO] [__main__] Episode 1 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,178] [INFO] [__main__] Episode 2/10
[2025-12-06 23:16:59,180] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,261] [INFO] [__main__] Episode 2 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,261] [INFO] [__main__] Episode 3/10
[2025-12-06 23:16:59,262] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,369] [INFO] [__main__] Episode 3 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,369] [INFO] [__main__] Episode 4/10
[2025-12-06 23:16:59,369] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,454] [INFO] [__main__] Episode 4 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,455] [INFO] [__main__] Episode 5/10
[2025-12-06 23:16:59,455] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,572] [INFO] [__main__] Episode 5 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,572] [INFO] [__main__] Episode 6/10
[2025-12-06 23:16:59,572] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,662] [INFO] [__main__] Episode 6 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,662] [INFO] [__main__] Episode 7/10
[2025-12-06 23:16:59,662] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,759] [INFO] [__main__] Episode 7 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,759] [INFO] [__main__] Episode 8/10
[2025-12-06 23:16:59,760] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,848] [INFO] [__main__] Episode 8 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,848] [INFO] [__main__] Episode 9/10
[2025-12-06 23:16:59,849] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:16:59,954] [INFO] [__main__] Episode 9 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:16:59,954] [INFO] [__main__] Episode 10/10
[2025-12-06 23:16:59,955] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:17:00,050] [INFO] [__main__] Episode 10 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:17:00,051] [INFO] [__main__] 强化学习训练完成
[2025-12-06 23:17:00,051] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:22:59,376] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:22:59,376] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:22:59,376] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:22:59,376] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:22:59,466] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:23:54,469] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:23:54,470] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:23:54,470] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:23:54,470] [INFO] [__main__] 训练GAN...
[2025-12-06 23:23:56,261] [INFO] [__main__] GAN训练完成
[2025-12-06 23:23:56,261] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:23:56,279] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:23:56,280] [INFO] [__main__] 环境状态: 10个节点, 平均CPU利用率: 0.0%
[2025-12-06 23:24:12,573] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:24:12,573] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:24:12,574] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:24:12,578] [INFO] [__main__] Episode 1/10
[2025-12-06 23:24:12,578] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:24:12,581] [ERROR] [__main__] 强化学习训练失败: 'HPCSimulator' object has no attribute '_calculate_reward'
Traceback (most recent call last):
  File "C:\F\gahpc\src\main.py", line 404, in main
    next_state_raw, reward, done, info = env_sim.step(action)
  File "C:\F\gahpc\src\simulator\simulator.py", line 208, in step
    reward = self._calculate_reward(completed_job, node_id, cpu_allocation, mem_allocation)
AttributeError: 'HPCSimulator' object has no attribute '_calculate_reward'
[2025-12-06 23:24:12,585] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:28:31,819] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:28:31,820] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:28:31,820] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:28:31,820] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:28:31,905] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:29:22,463] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:29:22,464] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:29:22,464] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:29:22,465] [INFO] [__main__] 训练GAN...
[2025-12-06 23:29:24,199] [INFO] [__main__] GAN训练完成
[2025-12-06 23:29:24,199] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:29:24,213] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:29:24,214] [INFO] [__main__] 环境状态: 10个节点, 平均CPU利用率: 0.0%
[2025-12-06 23:29:49,245] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:29:49,245] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:29:49,246] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:29:49,249] [INFO] [__main__] Episode 1/10
[2025-12-06 23:29:49,249] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:29:49,334] [INFO] [__main__] Episode 1 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,334] [INFO] [__main__] Episode 2/10
[2025-12-06 23:29:49,334] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:49,420] [INFO] [__main__] Episode 2 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,420] [INFO] [__main__] Episode 3/10
[2025-12-06 23:29:49,421] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:49,531] [INFO] [__main__] Episode 3 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,531] [INFO] [__main__] Episode 4/10
[2025-12-06 23:29:49,532] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:49,625] [INFO] [__main__] Episode 4 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,625] [INFO] [__main__] Episode 5/10
[2025-12-06 23:29:49,626] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:49,723] [INFO] [__main__] Episode 5 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,723] [INFO] [__main__] Episode 6/10
[2025-12-06 23:29:49,724] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:49,816] [INFO] [__main__] Episode 6 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,816] [INFO] [__main__] Episode 7/10
[2025-12-06 23:29:49,817] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:49,905] [INFO] [__main__] Episode 7 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:49,905] [INFO] [__main__] Episode 8/10
[2025-12-06 23:29:49,905] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:50,018] [INFO] [__main__] Episode 8 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:50,018] [INFO] [__main__] Episode 9/10
[2025-12-06 23:29:50,018] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:50,109] [INFO] [__main__] Episode 9 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:50,110] [INFO] [__main__] Episode 10/10
[2025-12-06 23:29:50,110] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:29:50,212] [INFO] [__main__] Episode 10 完成，奖励: -100.00, 步数: 100
[2025-12-06 23:29:50,212] [INFO] [__main__] 强化学习训练完成
[2025-12-06 23:29:50,212] [INFO] [__main__] 最终性能指标: {'total_jobs_completed': 0, 'total_reward': 0, 'average_node_utilization': {'cpu': 0.0, 'mem': 0.0}, 'queue_length': 30, 'simulation_time': 0}
[2025-12-06 23:29:50,213] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:35:57,421] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:35:57,421] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:35:57,421] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:35:57,421] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:35:57,510] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:36:49,674] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:36:49,675] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:36:49,675] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:36:49,675] [INFO] [__main__] 训练GAN...
[2025-12-06 23:36:51,474] [INFO] [__main__] GAN训练完成
[2025-12-06 23:36:51,474] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:36:51,496] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:36:51,497] [INFO] [__main__] 环境状态: 10个节点, 平均CPU利用率: 0.0%
[2025-12-06 23:37:07,642] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:37:07,642] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:37:07,644] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:37:07,646] [INFO] [__main__] Episode 1/10
[2025-12-06 23:37:07,646] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:37:07,750] [INFO] [__main__] Episode 1 完成，奖励: -5.08, 步数: 100
[2025-12-06 23:37:07,750] [INFO] [__main__] Episode 2/10
[2025-12-06 23:37:07,751] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:07,838] [INFO] [__main__] Episode 2 完成，奖励: -3.72, 步数: 100
[2025-12-06 23:37:07,838] [INFO] [__main__] Episode 3/10
[2025-12-06 23:37:07,839] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:07,954] [INFO] [__main__] Episode 3 完成，奖励: -4.42, 步数: 100
[2025-12-06 23:37:07,955] [INFO] [__main__] Episode 4/10
[2025-12-06 23:37:07,955] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,066] [INFO] [__main__] Episode 4 完成，奖励: -4.30, 步数: 100
[2025-12-06 23:37:08,066] [INFO] [__main__] Episode 5/10
[2025-12-06 23:37:08,068] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,191] [INFO] [__main__] Episode 5 完成，奖励: -4.21, 步数: 100
[2025-12-06 23:37:08,191] [INFO] [__main__] Episode 6/10
[2025-12-06 23:37:08,191] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,311] [INFO] [__main__] Episode 6 完成，奖励: -4.33, 步数: 100
[2025-12-06 23:37:08,311] [INFO] [__main__] Episode 7/10
[2025-12-06 23:37:08,312] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,431] [INFO] [__main__] Episode 7 完成，奖励: -3.52, 步数: 100
[2025-12-06 23:37:08,431] [INFO] [__main__] Episode 8/10
[2025-12-06 23:37:08,432] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,559] [INFO] [__main__] Episode 8 完成，奖励: -2.44, 步数: 100
[2025-12-06 23:37:08,560] [INFO] [__main__] Episode 9/10
[2025-12-06 23:37:08,560] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,663] [INFO] [__main__] Episode 9 完成，奖励: -2.37, 步数: 100
[2025-12-06 23:37:08,663] [INFO] [__main__] Episode 10/10
[2025-12-06 23:37:08,664] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:37:08,791] [INFO] [__main__] Episode 10 完成，奖励: -2.73, 步数: 100
[2025-12-06 23:37:08,792] [INFO] [__main__] 强化学习训练完成
[2025-12-06 23:37:08,792] [INFO] [__main__] 最终性能指标: {'total_jobs_completed': 3, 'total_reward': 6.969728165864945, 'average_node_utilization': {'cpu': 0.09657362335480843, 'mem': 0.076794152379055}, 'queue_length': 0, 'simulation_time': 3}
[2025-12-06 23:37:08,792] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:41:50,420] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:41:50,420] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:41:50,420] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:41:50,420] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:41:50,507] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:42:41,704] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:42:41,705] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:42:41,705] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:42:41,705] [INFO] [__main__] 训练GAN...
[2025-12-06 23:42:43,457] [INFO] [__main__] GAN训练完成
[2025-12-06 23:42:43,457] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:42:43,478] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:42:43,479] [INFO] [__main__] 环境状态: 10个节点, 平均CPU利用率: 0.0%
[2025-12-06 23:43:00,069] [INFO] [__main__] LLM生成 3 个作业，其中 3 个是独特的
[2025-12-06 23:43:00,069] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:43:00,069] [INFO] [__main__] 添加 3 个任务到环境
[2025-12-06 23:43:00,072] [INFO] [__main__] Episode 1/10
[2025-12-06 23:43:00,072] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:43:00,154] [INFO] [__main__] Episode 1 完成，奖励: -2.85, 步数: 100
[2025-12-06 23:43:00,155] [INFO] [__main__] Episode 2/10
[2025-12-06 23:43:00,155] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,245] [INFO] [__main__] Episode 2 完成，奖励: -3.03, 步数: 100
[2025-12-06 23:43:00,246] [INFO] [__main__] Episode 3/10
[2025-12-06 23:43:00,246] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,345] [INFO] [__main__] Episode 3 完成，奖励: -2.92, 步数: 100
[2025-12-06 23:43:00,346] [INFO] [__main__] Episode 4/10
[2025-12-06 23:43:00,346] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,452] [INFO] [__main__] Episode 4 完成，奖励: -3.17, 步数: 100
[2025-12-06 23:43:00,452] [INFO] [__main__] Episode 5/10
[2025-12-06 23:43:00,453] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,571] [INFO] [__main__] Episode 5 完成，奖励: -2.87, 步数: 100
[2025-12-06 23:43:00,571] [INFO] [__main__] Episode 6/10
[2025-12-06 23:43:00,572] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,675] [INFO] [__main__] Episode 6 完成，奖励: -2.74, 步数: 100
[2025-12-06 23:43:00,675] [INFO] [__main__] Episode 7/10
[2025-12-06 23:43:00,676] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,781] [INFO] [__main__] Episode 7 完成，奖励: -4.40, 步数: 100
[2025-12-06 23:43:00,782] [INFO] [__main__] Episode 8/10
[2025-12-06 23:43:00,782] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:00,914] [INFO] [__main__] Episode 8 完成，奖励: -1.69, 步数: 100
[2025-12-06 23:43:00,914] [INFO] [__main__] Episode 9/10
[2025-12-06 23:43:00,915] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:01,022] [INFO] [__main__] Episode 9 完成，奖励: -3.83, 步数: 100
[2025-12-06 23:43:01,023] [INFO] [__main__] Episode 10/10
[2025-12-06 23:43:01,024] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:43:01,148] [INFO] [__main__] Episode 10 完成，奖励: -3.55, 步数: 100
[2025-12-06 23:43:01,148] [INFO] [__main__] 强化学习训练完成
[2025-12-06 23:43:01,148] [INFO] [__main__] 最终性能指标: {'total_jobs_completed': 3, 'total_reward': 6.14715953245759, 'average_node_utilization': {'cpu': 0.1305804228952524, 'mem': 0.032755152826475564}, 'queue_length': 0, 'simulation_time': 3}
[2025-12-06 23:43:01,149] [INFO] [__main__] === 项目运行完成 ===
[2025-12-06 23:44:19,313] [INFO] [__main__] === HPC GenerativeAI Project Start ===
[2025-12-06 23:44:19,313] [INFO] [__main__] 数据模式: job_stats
[2025-12-06 23:44:19,313] [INFO] [__main__] 特征数量: 15
[2025-12-06 23:44:19,313] [INFO] [__main__] 序列长度: 1
[2025-12-06 23:44:19,397] [INFO] [__main__] 加载job统计特征数据...
[2025-12-06 23:45:10,058] [INFO] [__main__] 特征工程完成，数据形状: (2500, 15)
[2025-12-06 23:45:10,060] [INFO] [__main__] 训练数据形状: (2500, 1, 15)
[2025-12-06 23:45:10,060] [INFO] [__main__] 设置PPO状态维度: 15
[2025-12-06 23:45:10,060] [INFO] [__main__] 训练GAN...
[2025-12-06 23:45:11,775] [INFO] [__main__] GAN训练完成
[2025-12-06 23:45:11,775] [INFO] [__main__] 使用LLM生成任务...
[2025-12-06 23:45:11,788] [INFO] [__main__] GAN生成 8 个样本
[2025-12-06 23:45:11,788] [INFO] [__main__] 环境状态: 10个节点, 平均CPU利用率: 0.0%
[2025-12-06 23:46:02,824] [INFO] [__main__] LLM生成 30 个作业，其中 30 个是独特的
[2025-12-06 23:46:02,824] [INFO] [__main__] 开始强化学习训练...
[2025-12-06 23:46:02,825] [INFO] [__main__] 添加 30 个任务到环境
[2025-12-06 23:46:02,829] [INFO] [__main__] Episode 1/10
[2025-12-06 23:46:02,829] [INFO] [__main__] 使用已添加作业的初始状态
[2025-12-06 23:46:02,917] [INFO] [__main__] Episode 1 完成，奖励: 16.72, 步数: 100
[2025-12-06 23:46:02,917] [INFO] [__main__] Episode 2/10
[2025-12-06 23:46:02,918] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,020] [INFO] [__main__] Episode 2 完成，奖励: 21.99, 步数: 100
[2025-12-06 23:46:03,020] [INFO] [__main__] Episode 3/10
[2025-12-06 23:46:03,021] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,137] [INFO] [__main__] Episode 3 完成，奖励: 23.55, 步数: 100
[2025-12-06 23:46:03,137] [INFO] [__main__] Episode 4/10
[2025-12-06 23:46:03,139] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,254] [INFO] [__main__] Episode 4 完成，奖励: 16.69, 步数: 100
[2025-12-06 23:46:03,254] [INFO] [__main__] Episode 5/10
[2025-12-06 23:46:03,256] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,431] [INFO] [__main__] Episode 5 完成，奖励: 15.89, 步数: 100
[2025-12-06 23:46:03,431] [INFO] [__main__] Episode 6/10
[2025-12-06 23:46:03,433] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,590] [INFO] [__main__] Episode 6 完成，奖励: 14.46, 步数: 100
[2025-12-06 23:46:03,591] [INFO] [__main__] Episode 7/10
[2025-12-06 23:46:03,593] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,722] [INFO] [__main__] Episode 7 完成，奖励: 10.27, 步数: 100
[2025-12-06 23:46:03,722] [INFO] [__main__] Episode 8/10
[2025-12-06 23:46:03,723] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,846] [INFO] [__main__] Episode 8 完成，奖励: 20.98, 步数: 100
[2025-12-06 23:46:03,847] [INFO] [__main__] Episode 9/10
[2025-12-06 23:46:03,848] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:03,952] [INFO] [__main__] Episode 9 完成，奖励: 8.36, 步数: 100
[2025-12-06 23:46:03,952] [INFO] [__main__] Episode 10/10
[2025-12-06 23:46:03,954] [INFO] [__main__] 重置环境并重新添加作业
[2025-12-06 23:46:04,071] [INFO] [__main__] Episode 10 完成，奖励: 16.40, 步数: 100
[2025-12-06 23:46:04,072] [INFO] [__main__] 强化学习训练完成
[2025-12-06 23:46:04,073] [INFO] [__main__] 最终性能指标: {'total_jobs_completed': 30, 'total_reward': 20.90194702968001, 'average_node_utilization': {'cpu': 0.649025071828851, 'mem': 0.5712110749325913}, 'queue_length': 0, 'simulation_time': 55}
[2025-12-06 23:46:04,073] [INFO] [__main__] === 项目运行完成 ===
